ph,Hardness,Solids,Chloramines,Sulfate,Conductivity,Organic_carbon,Trihalomethanes,Turbidity,Potability
7.58,203.88,208.55,8.11,334.03,532.31,14.24,74.64,3.18,0
8.25,207.17,310.8,6.1,332.77,369.03,17.53,55.03,4.43,0
2.95,126.75,168.29,10.6,333.78,456.23,10.16,79.31,5.07,0
4.96,168.28,176.95,9.73,333.64,353.07,17.29,67.25,4.76,0
4.99,141.62,445.0,8.26,335.51,534.71,15.35,62.9,3.93,0
5.05,179.7,225.58,10.12,296.43,450.3,14.22,82.07,3.33,0
7.08,206.26,182.21,6.24,352.16,547.33,11.76,62.35,3.47,0
11.07,256.2,435.36,4.05,333.78,433.48,12.43,55.73,4.88,0
5.78,169.73,147.11,7.26,359.27,535.65,11.77,67.3,5.16,0
9.01,268.68,130.64,7.63,358.34,549.83,12.02,63.7,4.96,0
4.03,145.48,151.05,8.18,333.71,342.98,13.81,85.68,4.04,0
7.88,235.47,54.77,6.48,333.78,443.89,12.18,34.19,5.36,0
8.76,219.92,333.65,5.69,324.04,443.55,17.76,79.75,2.89,0
6.65,172.58,348.16,8.29,293.61,389.47,15.87,67.98,4.87,0
7.08,179.96,220.6,8.3,333.78,386.42,10.08,69.9,4.96,0
4.47,120.1,300.14,6.37,333.78,433.74,8.51,100.23,4.89,0
9.35,252.15,131.37,6.17,320.32,349.82,13.11,58.8,3.78,0
6.86,220.15,235.81,6.61,285.19,325.72,13.47,89.41,3.81,0
8.26,208.19,248.71,4.93,333.78,441.05,19.1,50.66,2.8,0
8.86,233.63,195.5,6.52,333.78,285.41,13.09,25.06,2.48,0
7.5,207.14,394.24,8.49,325.4,569.57,14.31,66.4,3.36,0
10.16,243.61,165.23,3.99,310.85,487.7,17.22,83.87,3.53,0
7.08,167.47,115.32,7.71,361.01,625.35,14.15,74.83,4.09,0
6.04,164.03,99.44,7.72,350.76,374.79,16.67,65.54,3.92,0
7.08,183.49,126.76,9.78,319.87,482.45,13.31,46.85,3.24,0
6.06,149.12,236.04,6.54,302.7,393.29,17.62,54.22,4.27,0
8.01,187.23,493.41,4.34,300.7,437.33,13.97,66.4,5.29,0
7.08,193.46,185.19,8.02,333.78,374.32,13.75,43.74,2.68,0
7.04,199.6,239.51,8.23,320.48,419.66,11.96,63.93,4.58,0
7.08,202.57,222.57,6.91,304.95,434.2,13.7,64.21,4.48,0
8.24,212.82,244.15,5.41,333.78,445.56,12.41,48.56,3.69,0
6.57,186.94,227.24,6.21,330.79,385.02,12.06,72.6,4.98,0
7.34,188.85,300.43,7.47,309.61,465.5,11.05,47.18,3.74,0
4.85,146.63,202.28,6.34,368.94,346.52,15.27,56.99,3.64,0
6.92,223.33,178.62,8.0,299.4,428.95,12.23,68.84,2.69,0
6.71,226.43,82.38,7.69,289.92,284.77,11.87,51.88,4.07,0
6.89,170.57,174.75,5.19,363.31,641.59,17.18,40.92,4.57,0
9.86,278.08,129.78,6.91,319.38,486.64,14.35,84.8,3.7,0
7.08,210.2,268.94,4.31,329.15,344.52,15.11,66.4,4.9,0
8.04,233.86,82.01,8.29,333.78,461.21,12.88,68.75,3.83,0
9.82,218.02,151.21,3.12,333.78,498.93,14.84,42.17,3.23,0
10.89,283.9,151.77,4.66,334.18,420.61,12.7,72.1,4.0,0
9.83,263.63,133.45,6.57,295.77,462.44,12.0,76.02,3.31,0
6.53,176.94,185.33,6.08,336.3,491.48,13.53,96.94,4.06,0
4.09,146.79,242.52,7.25,282.69,482.29,10.61,70.07,5.95,0
7.08,197.71,129.62,6.48,362.72,503.84,18.89,80.35,3.5,0
7.08,232.86,326.0,6.7,343.6,447.39,13.9,52.89,3.17,0
7.08,192.62,365.21,7.46,333.78,474.15,16.99,82.44,4.32,0
6.18,193.28,328.75,10.9,337.51,414.9,13.0,69.87,3.34,0
8.74,257.23,127.26,10.33,356.42,506.38,11.34,69.43,3.37,0
8.24,245.09,180.01,9.37,350.61,344.06,13.9,66.4,4.67,0
9.15,229.54,245.61,7.04,372.69,395.4,14.25,40.97,3.79,0
7.08,208.84,116.1,6.45,333.78,407.02,7.07,76.38,3.81,0
6.32,143.3,225.78,5.69,338.9,573.81,15.32,48.97,3.4,0
5.69,165.91,223.96,6.68,309.12,530.07,11.47,66.4,4.68,0
7.08,201.83,295.08,3.93,325.06,428.66,8.82,76.37,4.12,0
7.08,139.96,314.21,6.63,346.44,378.77,17.54,54.8,4.54,0
7.19,175.46,349.34,5.43,332.2,411.3,11.67,60.28,4.32,0
7.38,188.31,123.21,5.49,343.24,475.3,17.83,38.34,4.34,0
6.17,187.79,104.99,7.72,322.52,467.09,21.23,68.16,4.13,0
9.08,215.91,141.54,5.02,333.5,311.8,10.78,69.11,3.44,0
8.85,222.97,192.59,5.7,395.73,467.09,10.45,73.78,3.46,0
6.77,179.81,237.93,5.33,333.2,461.53,13.56,60.57,4.15,0
7.08,207.06,305.73,4.44,341.89,393.51,15.56,81.42,3.11,0
8.54,183.91,330.37,2.73,358.56,631.5,17.33,68.18,2.85,0
9.56,251.81,171.56,6.25,346.71,410.32,18.63,82.96,3.18,0
5.5,150.08,431.95,6.57,322.52,287.29,11.23,71.82,3.67,0
5.2,175.16,334.73,8.41,319.25,484.28,16.81,94.36,5.38,0
7.28,197.6,231.13,9.5,332.33,449.36,14.46,70.0,3.57,0
5.87,185.4,143.43,9.69,333.56,409.11,14.74,64.18,3.74,0
5.74,158.32,253.63,7.73,377.54,568.3,13.63,75.95,4.73,0
6.16,176.03,263.69,9.77,347.89,453.71,13.25,61.06,5.08,0
7.29,191.77,415.7,5.31,321.32,342.5,13.79,54.46,3.34,0
7.05,212.43,74.5,8.73,333.78,396.05,11.38,75.22,4.78,0
7.08,199.94,259.73,6.49,336.04,344.97,12.64,46.85,3.15,0
3.15,142.27,232.57,8.28,293.16,391.84,8.92,68.32,3.47,0
5.67,162.89,318.83,8.31,350.68,550.82,15.63,72.46,4.57,0
8.31,245.72,79.3,8.83,373.46,348.62,14.11,84.74,4.41,0
7.1,206.83,245.49,5.38,333.78,365.4,12.5,79.3,4.57,0
7.96,199.11,204.26,8.17,380.08,333.16,14.54,62.25,3.73,0
7.4,218.82,81.36,6.29,310.76,518.73,15.19,50.84,4.88,0
9.73,244.93,189.76,4.75,330.64,383.95,14.9,66.4,3.51,0
8.04,199.21,403.68,7.31,333.78,293.83,14.25,68.76,3.57,0
7.08,250.57,245.38,7.29,345.11,426.1,13.98,60.16,6.1,0
5.68,151.09,263.73,5.65,333.78,468.47,8.62,102.25,5.38,0
8.39,224.35,239.62,4.72,337.41,476.58,17.21,64.98,3.71,0
8.53,227.69,273.52,7.68,350.0,388.14,12.61,80.19,4.6,0
6.24,178.3,219.2,7.09,335.86,287.57,17.46,46.95,3.85,0
5.87,186.18,189.1,8.49,328.75,427.18,13.3,52.16,3.73,0
6.43,176.86,267.56,6.53,316.54,505.12,21.32,60.13,3.12,0
6.07,200.92,93.23,9.39,325.47,450.44,12.42,73.91,4.91,0
6.66,229.34,96.33,11.3,326.16,439.12,21.16,40.1,3.67,0
7.51,188.22,319.21,5.71,334.24,436.4,15.22,43.36,4.74,0
5.9,192.04,147.05,7.91,305.81,429.77,15.02,44.89,5.08,0
6.45,218.91,128.13,10.91,333.78,421.3,8.01,79.09,4.07,0
8.55,209.68,223.77,2.65,322.16,413.67,13.0,42.99,4.59,0
7.12,183.4,312.96,4.43,333.78,411.62,14.07,77.19,3.75,0
8.56,214.11,387.68,6.61,310.01,382.62,15.9,57.2,2.59,0
4.62,121.04,229.82,8.3,372.04,260.57,13.05,66.55,3.42,0
7.08,143.1,192.91,6.08,370.87,486.06,13.92,63.8,4.12,0
6.09,192.12,172.8,8.93,333.78,413.25,12.74,85.03,5.08,0
9.66,240.35,202.7,7.05,374.18,567.78,15.59,55.84,4.64,0
8.12,200.1,155.13,6.05,333.78,421.06,8.32,53.78,4.41,0
7.08,209.16,78.45,7.67,433.69,421.63,16.35,66.4,4.45,0
6.91,206.25,103.43,7.77,324.38,521.32,16.17,68.25,2.99,0
7.34,188.8,242.67,6.84,326.25,500.39,13.37,65.91,3.94,0
7.77,212.32,241.45,7.93,364.08,464.11,15.47,70.11,4.4,0
8.43,240.08,108.23,8.42,317.3,426.18,8.08,49.27,3.17,0
6.89,184.07,133.77,6.87,333.8,508.68,16.59,81.71,4.96,0
5.95,190.55,127.68,8.94,323.74,499.94,12.42,54.1,4.9,0
6.36,207.42,98.45,9.77,320.63,466.59,19.16,58.27,4.04,0
5.33,149.96,196.94,7.15,336.01,286.0,14.3,46.11,4.73,0
7.08,232.6,106.34,7.56,334.05,542.21,14.01,85.22,4.8,0
8.47,224.17,225.23,6.67,286.94,330.04,17.74,77.82,3.95,0
7.43,192.15,369.91,5.1,333.78,590.51,18.74,24.73,4.36,0
11.22,237.58,218.72,3.07,333.78,374.02,15.8,64.49,5.75,0
5.71,187.08,121.94,8.29,351.57,577.4,14.36,66.4,3.34,0
6.56,152.12,226.24,7.76,387.52,393.82,10.11,55.29,3.66,0
5.61,190.34,123.08,8.55,311.68,399.61,18.52,67.23,3.75,0
7.08,183.22,203.11,6.79,381.46,344.97,11.14,71.7,3.89,0
7.08,187.02,289.89,5.59,333.22,478.77,15.01,69.81,3.67,0
7.08,223.89,87.22,8.57,333.78,375.14,15.43,64.56,3.44,0
7.54,227.32,126.11,9.51,345.14,343.24,12.77,82.83,5.11,0
8.85,197.78,201.29,5.18,329.5,356.48,11.88,45.71,2.99,0
7.68,211.66,127.23,6.67,380.95,360.11,14.18,69.95,5.04,0
7.08,172.97,244.46,7.03,333.78,571.63,11.55,56.5,4.73,0
6.45,181.59,184.61,8.73,333.78,353.6,13.94,73.99,3.93,0
10.2,256.7,287.04,7.94,326.46,552.16,8.8,66.4,4.38,0
7.77,223.06,149.45,6.03,333.78,482.41,6.75,83.19,3.67,0
7.08,191.3,175.41,8.78,333.78,323.81,19.07,61.56,4.13,0
9.76,244.46,179.4,7.15,333.78,337.71,23.67,73.23,3.75,0
7.08,159.4,612.27,3.71,312.98,377.07,17.25,82.2,3.86,0
6.41,182.89,178.51,7.46,332.49,398.78,17.3,64.07,4.57,0
7.08,253.05,288.65,8.52,364.75,479.7,15.82,70.76,4.7,0
8.45,228.52,289.67,6.18,333.78,361.71,14.55,60.61,4.4,0
4.14,116.34,171.02,8.65,322.89,360.65,7.85,70.98,4.33,0
7.68,233.3,236.73,8.41,333.78,232.61,18.46,60.99,5.04,0
7.08,243.68,209.77,6.5,350.45,487.56,10.45,84.18,3.56,0
5.7,170.5,171.22,9.54,374.78,378.87,10.97,63.29,5.96,0
6.38,177.51,412.43,6.67,333.78,486.81,13.49,65.37,4.16,0
5.52,190.67,176.38,10.53,333.78,461.93,12.53,44.89,4.52,0
3.85,131.4,196.4,7.75,305.38,456.51,16.86,81.53,4.29,0
7.56,253.84,166.43,11.22,333.78,555.93,15.15,81.75,4.17,0
7.39,214.29,116.95,9.27,375.51,356.81,15.18,80.23,3.83,0
7.76,193.72,200.19,8.34,373.6,375.07,11.44,28.99,4.11,0
7.08,205.55,248.2,7.23,329.4,386.31,9.22,69.7,4.25,0
7.51,192.47,170.46,8.82,346.74,266.36,15.93,83.26,4.32,0
7.08,119.89,223.31,8.05,351.16,472.06,16.64,62.65,4.66,0
5.06,155.49,190.04,6.25,305.85,518.1,15.77,97.2,4.43,0
5.83,165.47,300.21,8.43,334.4,494.15,16.67,69.58,5.19,0
5.86,163.5,192.31,6.54,339.37,468.38,19.75,61.79,2.75,0
8.89,184.87,418.01,3.41,337.05,461.08,13.72,42.08,4.52,0
10.15,244.21,247.56,4.71,299.8,387.59,15.36,70.82,3.73,0
7.08,227.43,321.02,3.65,321.67,433.28,11.69,57.05,3.58,0
7.68,221.58,254.76,9.91,333.78,372.8,12.05,51.89,4.78,0
7.46,225.31,162.42,8.2,350.11,331.67,13.11,60.16,2.93,0
7.08,217.94,378.2,8.3,333.78,367.57,15.42,36.45,2.99,0
4.81,150.45,275.48,7.57,296.0,521.56,16.3,44.29,2.86,0
5.72,182.44,134.64,8.25,333.78,401.51,13.36,52.95,3.51,0
9.96,276.7,187.43,9.16,361.22,457.55,21.56,93.74,5.22,0
3.23,120.79,136.91,6.84,328.24,261.44,18.41,54.85,3.28,0
10.19,286.57,71.06,9.84,321.69,437.88,12.87,78.73,4.64,0
6.26,185.98,51.57,7.8,338.2,570.29,14.6,66.4,4.59,0
7.4,229.78,286.31,8.71,302.32,437.37,11.93,78.58,3.8,0
9.27,256.27,269.12,5.77,274.65,467.75,12.38,89.9,3.74,0
4.7,169.94,70.29,8.99,317.83,289.54,8.07,63.66,4.14,0
8.65,218.17,147.99,6.16,366.15,416.87,8.95,72.62,5.15,0
8.02,228.11,274.05,6.49,333.78,494.62,8.72,56.19,4.36,0
8.19,229.61,131.98,6.01,334.05,605.47,14.86,103.32,3.69,0
9.34,230.43,182.54,6.11,333.78,294.58,12.91,91.86,4.6,0
7.08,228.25,185.93,5.91,333.78,475.3,13.67,54.49,4.12,0
4.89,153.51,95.6,7.85,349.82,496.87,11.46,61.11,3.9,0
6.06,211.77,44.4,9.51,333.78,316.92,17.77,53.54,3.36,0
5.66,146.76,192.72,6.39,316.5,469.9,11.97,62.0,4.4,0
7.89,164.71,176.45,7.14,333.78,634.12,21.98,33.28,4.64,0
11.91,298.1,170.83,5.88,333.78,400.33,14.06,64.37,4.26,0
8.81,270.21,121.38,10.52,360.3,437.52,15.95,67.88,5.59,0
4.13,113.02,405.29,6.49,333.78,392.11,15.79,68.8,3.5,0
5.74,149.17,286.28,5.07,333.78,465.55,12.2,65.91,4.09,0
8.0,237.52,184.19,8.32,308.01,396.38,13.49,82.75,4.52,0
8.78,191.53,217.69,4.75,387.25,435.52,11.88,56.03,3.83,0
8.3,222.95,260.31,7.11,333.78,368.28,14.38,70.07,3.39,0
5.08,191.77,177.39,9.11,309.79,413.16,12.31,88.89,5.06,0
5.81,184.03,101.12,6.54,309.45,441.59,11.44,77.51,3.72,0
3.42,141.3,160.18,8.21,333.78,580.87,10.6,94.95,3.68,0
5.91,148.61,144.68,6.16,333.78,427.04,14.42,56.46,2.5,0
6.78,236.28,82.14,9.33,333.78,501.02,11.59,91.68,4.78,0
6.84,205.67,183.21,6.71,297.84,494.48,13.81,70.71,4.95,0
4.88,136.56,283.92,8.44,333.78,386.1,13.83,73.82,3.62,0
8.33,238.99,116.36,3.92,276.4,406.25,15.41,66.4,2.69,0
7.82,225.11,164.04,7.09,313.17,413.21,15.38,32.68,2.4,0
5.43,167.02,249.3,7.97,334.09,400.39,18.18,70.31,2.85,0
4.56,156.42,144.01,9.46,333.78,483.75,7.9,54.91,4.39,0
7.33,189.45,323.59,6.35,341.35,490.63,12.54,61.58,2.64,0
7.11,196.53,270.23,6.18,333.78,497.52,18.7,59.73,3.76,0
6.38,170.23,160.79,5.43,331.86,311.77,15.7,54.01,4.28,0
9.34,248.38,174.17,6.67,342.72,505.68,19.74,58.66,1.87,0
7.08,130.56,174.3,6.32,322.06,524.65,15.32,75.38,5.54,0
8.93,278.23,141.8,8.13,318.36,335.24,16.66,48.36,4.37,0
10.6,274.97,215.58,6.11,350.36,331.12,12.61,66.4,5.48,0
6.84,196.2,118.77,9.62,365.35,363.8,14.92,41.12,4.78,0
5.6,183.57,204.12,9.75,336.4,368.36,11.1,66.82,4.36,0
6.1,179.4,241.96,7.16,321.44,525.9,13.48,60.06,2.29,0
6.49,189.03,304.54,6.06,297.51,476.92,14.97,47.01,4.37,0
8.51,197.75,200.98,6.46,344.13,555.92,9.03,78.93,3.88,0
7.41,196.45,174.65,6.31,355.16,300.93,13.18,80.6,3.29,0
7.08,252.4,201.97,2.56,350.55,454.97,12.03,69.29,5.15,0
7.59,190.89,164.1,5.74,333.78,402.8,13.91,95.38,4.35,0
7.1,249.59,44.25,8.21,293.08,268.44,18.42,68.47,4.42,0
6.15,163.21,481.76,7.15,299.57,344.72,5.16,55.53,4.82,0
2.38,129.86,116.84,9.97,301.43,503.91,8.74,76.31,3.63,0
7.51,215.44,170.17,7.42,335.65,483.66,14.53,66.04,4.3,0
7.45,225.4,247.42,9.25,333.78,402.12,15.54,87.08,3.64,0
4.84,136.3,230.31,5.56,358.93,567.46,11.51,60.77,3.63,0
8.38,248.13,278.24,7.1,343.06,433.45,18.66,53.3,5.7,0
7.95,213.07,167.7,4.75,292.42,478.17,14.19,82.05,3.59,0
8.73,202.42,255.22,3.83,326.91,461.96,16.61,104.37,3.83,0
6.09,207.27,113.39,8.89,317.28,531.77,11.67,48.36,4.37,0
7.17,191.39,147.02,6.56,313.87,525.03,12.63,108.27,3.08,0
8.33,236.53,188.82,4.28,333.78,384.73,15.12,55.51,3.41,0
7.08,231.97,214.61,8.67,360.67,375.08,12.18,66.86,3.96,0
4.56,152.91,134.91,7.5,338.58,524.11,14.14,69.02,4.83,0
7.08,181.08,300.5,7.98,360.09,378.15,17.67,66.4,3.52,0
3.68,173.68,225.81,12.65,289.13,599.73,8.39,49.66,5.46,0
7.08,169.36,231.34,8.25,337.05,330.36,14.75,58.36,3.52,0
7.89,208.4,249.75,7.3,333.78,453.17,12.53,60.44,4.03,0
5.53,188.16,161.13,8.31,333.78,363.47,12.09,74.72,4.4,0
4.86,159.7,328.87,7.69,333.78,337.39,23.11,76.09,4.13,0
3.27,145.49,74.09,12.0,336.69,433.71,10.46,66.4,4.32,0
7.12,186.2,315.29,6.39,335.35,380.58,19.07,75.9,4.33,0
7.82,200.0,224.11,5.28,343.08,593.48,12.27,75.26,3.08,0
4.33,155.83,133.51,8.6,321.79,387.52,7.81,77.88,2.61,0
7.08,214.04,100.4,10.13,383.75,487.42,18.92,51.49,3.26,0
8.84,246.07,211.8,7.72,343.05,753.34,16.92,60.44,3.12,0
5.29,160.43,92.65,9.27,358.55,464.57,11.22,67.65,3.53,0
7.87,182.65,253.37,3.72,362.48,315.19,12.13,65.5,3.31,0
7.15,173.27,306.56,4.74,333.78,525.88,14.57,57.82,4.31,0
6.45,175.48,252.58,7.63,263.4,376.52,15.76,66.4,5.57,0
7.08,189.82,202.78,6.8,333.78,314.83,10.09,46.63,4.94,1
5.65,171.75,164.31,7.28,387.9,419.1,11.81,86.31,3.47,1
7.65,239.49,153.27,8.93,373.44,425.34,17.88,66.4,4.04,1
6.42,173.45,196.17,7.4,321.87,391.67,18.45,46.35,2.67,1
6.85,199.78,262.97,7.34,354.25,397.54,22.14,51.53,3.82,1
6.99,152.98,203.9,2.65,331.25,460.15,15.49,69.67,3.72,1
5.92,111.48,154.14,6.9,347.86,277.59,13.26,74.19,4.19,1
7.53,192.17,384.68,6.62,290.64,449.32,13.06,58.77,4.15,1
7.08,233.06,366.4,10.0,435.12,337.66,16.64,61.07,4.85,1
5.32,142.81,7.29,8.4,333.78,497.0,15.17,60.08,3.65,1
9.04,227.36,343.54,5.57,231.05,421.66,16.33,92.64,3.71,1
5.95,151.69,123.57,7.89,342.03,471.12,15.73,57.68,3.79,1
6.2,195.44,193.31,9.11,342.87,425.5,17.21,85.11,4.2,1
9.06,246.63,279.6,5.65,308.78,434.4,21.14,44.15,3.73,1
7.14,210.5,175.07,7.3,301.64,304.24,13.08,64.23,2.96,1
6.23,208.67,121.5,8.56,333.78,325.34,13.25,33.38,1.64,1
7.78,221.84,404.84,6.15,302.33,563.72,11.75,51.56,4.6,1
7.15,238.8,147.08,8.61,450.91,365.74,14.97,53.14,2.63,1
4.57,134.2,225.2,8.19,403.34,372.2,11.26,69.05,3.09,1
6.18,159.77,215.33,8.06,272.44,509.77,11.01,100.0,2.95,1
5.57,153.78,145.75,8.01,333.78,388.05,14.2,75.56,3.42,1
7.08,160.1,265.62,7.19,322.09,372.62,11.46,57.15,5.14,1
7.19,209.68,249.1,6.69,333.78,501.79,16.09,75.67,3.96,1
7.08,160.92,139.43,8.4,380.77,344.15,15.21,75.58,4.14,1
6.99,225.92,176.79,7.25,377.87,527.21,13.79,87.84,5.18,1
5.81,151.88,254.2,7.87,313.36,494.15,14.65,77.37,3.44,1
7.44,211.45,200.03,7.24,333.78,524.65,13.78,49.9,3.82,1
4.37,144.24,173.84,8.9,333.78,402.27,13.72,55.99,3.03,1
6.6,174.63,216.07,6.58,308.93,657.57,9.06,68.83,3.59,1
6.86,233.21,226.04,6.63,368.11,412.43,16.93,62.56,4.31,1
7.08,176.77,194.86,7.96,412.41,276.59,16.71,33.56,3.89,1
6.79,197.3,225.28,5.17,399.98,422.48,15.92,47.94,4.51,1
8.56,244.8,142.55,7.45,315.97,500.59,18.23,57.37,2.94,1
7.08,113.18,99.44,6.34,354.3,415.34,19.68,23.08,3.79,1
8.28,242.56,127.16,5.13,371.3,561.76,15.22,61.8,3.75,1
7.08,157.78,137.12,6.13,333.78,289.75,13.17,60.46,5.07,1
6.92,158.29,311.77,6.98,333.78,531.66,11.48,60.0,3.54,1
5.64,159.14,272.84,6.92,328.91,317.83,13.61,36.34,3.01,1
6.61,231.57,264.21,9.58,418.24,443.32,15.67,61.36,3.45,1
4.95,153.21,201.17,8.99,391.07,418.33,11.83,68.39,3.87,1
5.91,184.39,408.48,7.04,331.96,563.41,21.92,58.84,3.9,1
7.08,232.47,158.73,6.37,313.26,365.63,10.39,59.66,4.71,1
5.8,156.35,156.71,8.41,333.78,571.61,17.55,74.4,2.48,1
5.04,154.42,230.28,7.76,422.77,490.33,17.73,69.51,4.86,1
6.16,185.79,372.83,8.24,333.78,411.18,16.16,84.93,3.48,1
6.34,167.42,163.64,8.1,312.39,372.51,21.89,91.07,3.36,1
7.61,193.66,205.12,6.65,333.78,394.6,14.32,39.5,5.4,1
5.78,200.4,253.66,9.27,333.78,525.53,10.68,54.08,5.06,1
6.45,179.53,79.91,6.2,377.27,386.54,15.43,74.99,6.31,1
7.08,179.58,475.91,8.1,333.78,548.87,13.8,58.22,3.69,1
6.92,196.32,392.51,8.49,317.38,487.5,14.7,41.75,4.5,1
6.55,212.92,192.36,7.96,333.78,424.4,12.59,49.59,4.19,1
6.39,185.84,172.58,7.33,330.13,326.43,11.65,47.64,3.64,1
6.1,160.61,138.87,7.54,366.69,449.95,18.72,64.39,2.17,1
6.36,208.2,233.47,9.0,333.78,336.59,14.17,66.4,3.64,1
6.27,190.2,146.42,9.73,399.05,448.57,16.56,74.44,4.61,1
7.08,161.25,234.69,8.39,333.78,448.79,13.84,70.21,3.6,1
7.49,197.33,266.78,7.2,269.89,375.5,13.13,69.59,3.82,1
7.64,205.07,177.96,7.16,306.8,370.56,17.49,32.92,3.95,1
9.1,263.82,384.13,7.63,274.96,437.26,18.29,74.51,5.47,1
8.04,224.86,68.8,8.14,418.96,360.96,12.41,73.22,3.99,1
7.3,149.08,159.31,6.55,276.01,367.9,14.72,62.63,4.67,1
8.23,191.28,164.72,6.86,333.78,354.93,15.18,63.42,2.19,1
8.01,244.12,305.67,7.71,307.99,309.93,22.64,61.58,3.42,1
9.25,236.1,128.55,5.78,276.29,329.92,12.61,55.62,3.57,1
7.29,216.61,189.8,7.67,358.98,384.69,14.16,53.31,3.63,1
4.87,114.46,328.58,7.47,365.3,533.3,16.15,45.65,5.07,1
4.76,153.3,227.78,6.84,333.78,522.74,15.79,86.13,2.47,1
5.14,111.99,112.89,5.84,389.23,315.23,12.98,81.16,4.51,1
4.89,159.32,386.33,8.37,375.9,448.05,16.82,59.18,3.23,1
9.45,224.82,213.8,5.41,227.67,431.61,15.77,52.03,4.06,1
7.0,219.44,260.12,6.28,395.24,483.32,19.54,46.86,4.33,1
8.32,262.22,212.93,7.08,350.33,538.79,17.68,72.34,4.15,1
6.64,188.91,328.74,6.79,333.85,336.56,14.71,67.84,4.56,1
7.08,208.2,178.35,8.93,351.21,278.26,10.21,52.25,5.71,1
6.76,190.34,206.66,6.78,333.78,484.61,9.78,86.7,2.74,1
8.63,186.64,136.88,6.29,254.36,392.71,12.39,53.15,3.07,1
9.79,254.43,124.91,5.99,291.2,576.05,11.67,80.7,2.81,1
5.38,185.54,360.26,9.65,343.49,347.57,14.0,66.4,3.63,1
5.6,207.9,368.74,7.63,404.67,511.44,13.52,85.35,3.9,1
8.59,228.68,330.13,8.17,333.78,328.56,17.13,66.4,3.7,1
7.27,178.26,274.69,6.04,314.39,400.62,13.67,87.13,3.92,1
8.06,214.82,271.73,6.37,253.48,490.28,12.46,65.4,3.32,1
7.08,222.27,184.07,8.18,333.78,395.45,9.48,79.85,3.71,1
6.34,185.68,259.27,8.2,321.82,490.97,10.67,51.55,4.56,1
6.17,210.09,379.23,6.76,333.78,217.36,12.29,39.98,4.82,1
4.53,169.74,303.02,7.07,413.1,385.66,17.06,70.29,3.19,1
8.95,205.89,151.89,3.02,283.87,406.31,19.13,65.64,1.84,1
7.21,163.05,142.3,7.35,324.1,441.52,9.79,89.92,4.46,1
4.24,134.89,293.45,8.18,351.24,402.43,12.43,83.76,3.79,1
8.26,216.55,235.57,5.83,333.5,450.86,8.67,39.8,3.41,1
7.89,220.35,144.44,8.04,300.15,339.07,18.42,67.01,4.1,1
4.86,145.79,149.05,9.83,392.67,459.29,10.45,52.29,4.7,1
5.23,152.09,247.91,6.31,389.0,307.92,12.59,51.63,3.7,1
7.02,170.13,201.69,5.22,378.23,512.77,15.51,64.62,4.9,1
4.94,166.71,198.06,8.03,426.16,352.04,15.5,68.61,5.08,1
9.64,226.47,307.4,6.85,333.78,278.25,13.73,69.27,4.61,1
7.34,176.75,185.43,7.13,278.36,427.93,14.77,85.68,4.98,1
7.08,241.07,226.57,7.29,333.78,315.6,16.4,46.14,3.74,1
7.08,181.63,226.65,7.22,333.78,521.87,10.99,76.13,3.29,1
8.26,208.4,201.09,6.23,235.77,528.07,14.41,74.98,4.53,1
8.32,229.76,150.78,7.05,333.78,446.95,12.2,77.52,4.13,1
7.08,114.73,136.78,9.98,441.83,524.0,11.38,71.15,3.29,1
7.17,250.23,224.31,7.7,333.78,462.77,7.92,79.7,4.62,1
6.94,180.82,154.33,7.14,325.52,480.88,20.3,61.52,4.18,1
7.08,256.94,137.66,5.08,290.31,384.91,17.73,58.35,3.98,1
6.89,179.63,307.22,6.58,284.89,393.49,7.7,63.29,2.9,1
6.83,178.66,314.61,7.94,302.54,415.1,19.37,66.4,3.02,1
8.25,195.54,283.27,5.38,281.23,588.7,18.08,70.79,4.72,1
8.92,278.62,219.63,8.11,334.05,385.87,8.8,66.4,5.82,1
7.36,234.78,314.09,7.4,283.51,428.75,22.17,87.4,4.55,1
7.08,168.41,261.49,9.03,424.3,445.35,10.67,51.88,3.89,1
9.75,269.64,101.94,7.98,298.08,580.0,12.56,51.35,3.42,1
6.84,184.39,414.08,6.46,333.78,398.05,13.17,68.89,3.41,1
6.91,242.09,77.64,8.05,440.64,487.93,18.38,45.31,4.34,1
8.8,205.41,131.21,6.7,263.48,399.28,18.91,67.96,4.03,1
6.28,236.82,261.88,9.36,328.5,470.82,16.35,68.91,2.66,1
6.35,227.23,161.74,7.57,411.29,355.53,9.97,82.49,4.94,1
5.93,192.05,192.4,8.99,400.16,459.26,9.89,52.16,3.59,1
6.82,170.33,140.53,8.12,333.78,544.01,13.54,77.23,3.39,1
7.34,198.17,352.74,5.27,300.41,448.15,12.39,62.74,4.26,1
7.15,195.92,224.45,6.65,333.78,484.44,12.37,57.53,5.39,1
5.09,148.0,396.6,8.42,333.78,498.7,14.94,84.25,3.05,1
8.59,228.16,297.06,5.92,257.15,517.84,15.96,52.95,4.49,1
8.15,220.2,239.78,7.38,360.41,461.8,13.36,103.38,4.95,1
9.27,274.02,388.86,8.05,244.09,504.62,15.98,62.32,3.55,1
7.02,203.2,123.53,6.85,380.8,435.67,14.51,68.23,3.86,1
7.83,249.34,133.95,8.34,393.14,443.63,10.98,76.65,4.27,1
